Generation Model,Embedding Model,Arrival Rate,Top K,Retrieved Doc. Recall@K,Avg. RAG Accuracy,Avg. Queue Latency (s),Avg. Emb. Latency (s),Avg. Ret. Latency (s),Avg. Gen. Latency (s),P99 Latency (s),Throughput (q/s),Avg GPU Power: Embedding (W),Est. GPU Energy Embedding (J),Avg. Energy per Query Embedding (J),Avg GPU Power: Generation (W),Est. GPU Energy Generation (J),Avg. Energy per Query Generation (J),Total Avg. Energy per Query (J)
LLAMA8B,intfloat/multilingual-e5-small,2.0,10,0.7133333333333334,0.28,0.0007564242680867513,0.011651989618937174,0.0008340183893839518,2.9812167135874432,7.859038875102996,1.9918225259566065,65.13631168831168,4905.279775643831,32.701865170958875,288.3217922077922,21712.912806023276,144.75275204015517,177.45461721111405
LLAMA8B,intfloat/multilingual-e5-small,2.0,5,0.5866666666666667,0.24,0.0003025484085083008,0.010846076011657714,0.0008061472574869791,2.988897630373637,6.908258967399597,2.0040403570904766,65.142722513089,4875.854092653983,32.50569395102655,285.304109947644,21354.668003931074,142.3644533595405,174.87014731056703
LLAMA8B,intfloat/multilingual-e5-small,2.0,3,0.48,0.18666666666666668,0.0003119834264119466,0.013939555486043293,0.0007784922917683919,2.9941864665349325,7.647672028541559,2.01661342084064,65.14861256544502,4845.8925165454375,32.305950110302916,284.21193717277487,21140.289028794054,140.93526019196037,173.24121030226328
LLAMA8B,intfloat/multilingual-e5-small,2.0,1,0.2733333333333333,0.23333333333333334,0.00028188387552897134,0.011676397323608399,0.000751039187113444,2.6864495356877645,6.892879610061643,1.961058299627223,65.15483290488432,4983.648338037904,33.224322253586024,283.57138817480717,21690.18036552339,144.6012024368226,177.82552469040863
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,50,0.9,0.06,0.0003227742513020833,0.012700465520222982,0.0011274242401123047,1.1445613129933676,8.787254543304432,1.8373621156172293,71.5921247113164,5844.69365914293,38.964624394286204,276.1807159353349,22547.05647742363,150.31370984949086,189.27833424377707
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,20,0.8,0.32666666666666666,0.00034093221028645834,0.01212693691253662,0.0009444030125935872,6.968008944193522,21.24497345924374,1.97264991052701,71.7567341772152,5456.3711833219895,36.37580788881326,351.4288607594937,26722.597270106067,178.15064846737377,214.52645635618705
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,10,0.72,0.32666666666666666,0.0003133535385131836,0.012303687731424968,0.0010290829340616862,3.2716049083073933,8.684706323146813,2.0064253322525976,71.82267857142858,5369.450640667039,35.796337604446926,300.1370918367347,22438.195457274247,149.58796971516165,185.38430731960858
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,5,0.62,0.28,0.0006268040339152018,0.01284645398457845,0.0011225175857543946,3.295762379964193,9.43678990840911,1.9986153341105268,71.67404580152672,5379.277686275598,35.86185124183732,288.4319592875318,21647.38414377499,144.31589429183327,180.1777455336706
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,3,0.49333333333333335,0.24666666666666667,0.0002969916661580404,0.012452522913614908,0.0011971457799275717,3.1152328395843507,8.77027832984923,2.0032562734176893,71.81792405063291,5377.588853979231,35.850592359861544,287.8320759493671,21552.315580046055,143.6821038669737,179.53269622683524
LLAMA8B,Alibaba-NLP/gte-multilingual-base,2.0,1,0.26666666666666666,0.18666666666666668,0.00032328128814697267,0.014102962811787923,0.002469040552775065,2.6753672536214195,7.309616348743433,1.9757333404891295,71.6821144278607,5442.190473698828,36.28126982465886,287.07537313432834,21795.100121906442,145.30066747937627,181.58193730403514
